ORI,year,City,total_pop,crime_type_rate,incidents_per_100k_population,incidents_for_total_population
NB02802,2009,"Omaha, Neb.",443037,rob_per_100k,201.338,892
FL04804,2009,"Orlando, Fla.",235109,rob_per_100k,326.232,767
PAPEP00,2009,Philadelphia,1547605,rob_per_100k,583.935,9037
AZ00723,2009,Phoenix,1597397,rob_per_100k,235.195,3757
PAPPD00,2009,Pittsburgh,312232,rob_per_100k,437.815,1367
OR02602,2009,"Portland, Ore.",560908,rob_per_100k,184.879,1037
NC09201,2009,"Raleigh, N.C.",406005,rob_per_100k,204.924,832
CA03404,2009,"Sacramento, Calif.",470308,rob_per_100k,341.478,1606
UT01803,2009,Salt Lake City,180724,rob_per_100k,227.419,411
TXSPD00,2009,San Antonio,1373936,rob_per_100k,195.278,2683
CA03711,2009,San Diego,1314773,rob_per_100k,144.892,1905
CA03801,2009,San Francisco,809755,rob_per_100k,422.72,3423
CA04313,2009,San Jose,954009,rob_per_100k,107.441,1025
WASPD00,2009,Seattle,602531,rob_per_100k,297.412,1792
MOSPD00,2009,"St. Louis, Mo.",355208,rob_per_100k,766.03,2721
FL02902,2009,"Tampa, Fla.",345233,rob_per_100k,263.3,909
AZ01003,2009,"Tucson, Ariz.",547981,rob_per_100k,227.38,1246
OK07205,2009,"Tulsa, Okla.",384851,rob_per_100k,290.242,1117
VA12800,2009,"Virginia Beach, Va.",436175,rob_per_100k,102.711,448
DCMPD00,2009,"Washington, D.C.",599657,rob_per_100k,666.714,3998
KS08703,2009,"Wichita, Kan.",367635,rob_per_100k,143.349,527
NM00101,2010,"Albuquerque, N.M.",545852,rob_per_100k,172.208,940
TX22001,2010,"Arlington, Texas",365438,rob_per_100k,145.579,532
GAAPD00,2010,Atlanta,420003,rob_per_100k,514.758,2162
CO00101,2010,"Aurora, Colo.",325078,rob_per_100k,155.963,507
TX22701,2010,"Austin, Texas",790390,rob_per_100k,155.746,1231
MDBPD00,2010,Baltimore,620961,rob_per_100k,537.232,3336
MA01301,2010,Boston,617594,rob_per_100k,311.855,1926
NY01401,2010,"Buffalo, N.Y.",261310,rob_per_100k,561.019,1466
NC06001,2010,"Charlotte-Mecklenburg, N.C.",779541,rob_per_100k,230.264,1795
ILCPD00,2010,Chicago,2695598,rob_per_100k,527.267,14213
OHCIP00,2010,Cincinnati,296943,rob_per_100k,712.931,2117
OHCLP00,2010,Cleveland,396815,rob_per_100k,801.633,3181
OHCOP00,2010,"Columbus, Ohio",787033,rob_per_100k,428.063,3369
TXDPD00,2010,Dallas,1197816,rob_per_100k,374.598,4487
CODPD00,2010,Denver,600158,rob_per_100k,157.125,943
MI82349,2010,Detroit,713777,rob_per_100k,776.013,5539
TX07102,2010,"El Paso, Texas",649121,rob_per_100k,73.792,479
TX22012,2010,"Fort Worth, Texas",741206,rob_per_100k,179.437,1330
CA01005,2010,"Fresno, Calif.",494665,rob_per_100k,206.402,1021
HI00200,2010,Honolulu,953297,rob_per_100k,93.465,891
TXHPD00,2010,Houston,2099451,rob_per_100k,450.07,9449
INIPD00,2010,Indianapolis,831388,rob_per_100k,404.985,3367
FL01602,2010,"Jacksonville, Fla.",823209,rob_per_100k,205.659,1693
MOKPD00,2010,"Kansas City, Mo.",459787,rob_per_100k,363.429,1671
NV00201,2010,Las Vegas,1446280,rob_per_100k,276.779,4003
CA01941,2010,"Long Beach, Calif.",462257,rob_per_100k,260.029,1202
CA01942,2010,Los Angeles,3792621,rob_per_100k,288.033,10924
KY05680,2010,"Louisville, Ky.",660582,rob_per_100k,242.665,1603
TNMPD00,2010,"Memphis, Tenn.",646889,rob_per_100k,500.395,3237
AZ00717,2010,"Mesa, Ariz.",439041,rob_per_100k,116.39,511
FL01306,2010,Miami,399457,rob_per_100k,464.631,1856
WIMPD00,2010,Milwaukee,594833,rob_per_100k,494.761,2943
MN02711,2010,Minneapolis,382578,rob_per_100k,417.17,1596
TN01901,2010,"Nashville, Tenn.",605009,rob_per_100k,297.847,1802
LANPD00,2010,New Orleans,343829,rob_per_100k,277.173,953
NY03030,2010,New York City,8175133,rob_per_100k,239.849,19608
NJNPD00,2010,"Newark, N.J.",277140,rob_per_100k,578.769,1604
CA00109,2010,"Oakland, Calif.",390724,rob_per_100k,746.563,2917
OK05506,2010,Oklahoma City,579999,rob_per_100k,191.724,1112
NB02802,2010,"Omaha, Neb.",408958,rob_per_100k,176.791,723
FL04804,2010,"Orlando, Fla.",238300,rob_per_100k,281.997,672
PAPEP00,2010,Philadelphia,1526006,rob_per_100k,548.032,8363
AZ00723,2010,Phoenix,1445632,rob_per_100k,224.815,3250
PAPPD00,2010,Pittsburgh,307630,rob_per_100k,386.828,1190
OR02602,2010,"Portland, Ore.",583776,rob_per_100k,172.155,1005
NC09201,2010,"Raleigh, N.C.",403892,rob_per_100k,159.201,643
CA03404,2010,"Sacramento, Calif.",466488,rob_per_100k,319.622,1491
UT01803,2010,Salt Lake City,186440,rob_per_100k,192.555,359
TXSPD00,2010,San Antonio,1327407,rob_per_100k,177.79,2360
CA03711,2010,San Diego,1307402,rob_per_100k,125.134,1636
CA03801,2010,San Francisco,805235,rob_per_100k,394.916,3180
CA04313,2010,San Jose,945942,rob_per_100k,103.178,976
WASPD00,2010,Seattle,608660,rob_per_100k,234.778,1429
MOSPD00,2010,"St. Louis, Mo.",319294,rob_per_100k,665.531,2125
FL02902,2010,"Tampa, Fla.",335709,rob_per_100k,203.748,684
AZ01003,2010,"Tucson, Ariz.",520116,rob_per_100k,209.184,1088
OK07205,2010,"Tulsa, Okla.",391906,rob_per_100k,352.38,1381
VA12800,2010,"Virginia Beach, Va.",437994,rob_per_100k,97.947,429
DCMPD00,2010,"Washington, D.C.",601723,rob_per_100k,650.465,3914
KS08703,2010,"Wichita, Kan.",382368,rob_per_100k,125.795,481
NM00101,2011,"Albuquerque, N.M.",551961,rob_per_100k,180.81,998
TX22001,2011,"Arlington, Texas",373128,rob_per_100k,144.722,540
GAAPD00,2011,Atlanta,425533,rob_per_100k,550.604,2343
CO00101,2011,"Aurora, Colo.",330740,rob_per_100k,153.293,507
TX22701,2011,"Austin, Texas",807022,rob_per_100k,137.047,1106
MDBPD00,2011,Baltimore,626848,rob_per_100k,551.489,3457
MA01301,2011,Boston,621359,rob_per_100k,306.425,1904
NY01401,2011,"Buffalo, N.Y.",262484,rob_per_100k,555.843,1459
NC06001,2011,"Charlotte-Mecklenburg, N.C.",789478,rob_per_100k,204.186,1612
ILCPD00,2011,Chicago,2703713,rob_per_100k,516.882,13975
OHCIP00,2011,Cincinnati,297160,rob_per_100k,597.321,1775
OHCLP00,2011,Cleveland,397106,rob_per_100k,795.002,3157
OHCOP00,2011,"Columbus, Ohio",787609,rob_per_100k,412.768,3251
TXDPD00,2011,Dallas,1223021,rob_per_100k,332.455,4066
CODPD00,2011,Denver,610612,rob_per_100k,187.189,1143
MI82349,2011,Detroit,713239,rob_per_100k,697.662,4976
TX07102,2011,"El Paso, Texas",662780,rob_per_100k,70.008,464
TX22012,2011,"Fort Worth, Texas",756803,rob_per_100k,167.415,1267
CA01005,2011,"Fresno, Calif.",500480,rob_per_100k,203.804,1020
HI00200,2011,Honolulu,963465,rob_per_100k,85.213,821
TXHPD00,2011,Houston,2143628,rob_per_100k,375.718,8054
INIPD00,2011,Indianapolis,833024,rob_per_100k,404.79,3372
FL01602,2011,"Jacksonville, Fla.",834429,rob_per_100k,189.111,1578
MOKPD00,2011,"Kansas City, Mo.",461458,rob_per_100k,362.113,1671
NV00201,2011,Las Vegas,1458474,rob_per_100k,239.497,3493
CA01941,2011,"Long Beach, Calif.",467691,rob_per_100k,282.238,1320
CA01942,2011,Los Angeles,3837207,rob_per_100k,262.613,10077
KY05680,2011,"Louisville, Ky.",665152,rob_per_100k,247.011,1643
TNMPD00,2011,"Memphis, Tenn.",652725,rob_per_100k,472.328,3083
AZ00717,2011,"Mesa, Ariz.",445256,rob_per_100k,111.621,497
FL01306,2011,Miami,404901,rob_per_100k,494.442,2002
WIMPD00,2011,Milwaukee,597426,rob_per_100k,517.386,3091
MN02711,2011,Minneapolis,385531,rob_per_100k,412.159,1589
TN01901,2011,"Nashville, Tenn.",612789,rob_per_100k,308.263,1889
LANPD00,2011,New Orleans,346974,rob_per_100k,305.21,1059
NY03030,2011,New York City,8211875,rob_per_100k,240.785,19773
NJNPD00,2011,"Newark, N.J.",278064,rob_per_100k,710.987,1977
CA00109,2011,"Oakland, Calif.",395317,rob_per_100k,851.216,3365
OK05506,2011,Oklahoma City,586208,rob_per_100k,210.164,1232
NB02802,2011,"Omaha, Neb.",412608,rob_per_100k,168.683,696
FL04804,2011,"Orlando, Fla.",241548,rob_per_100k,288.555,697
PAPEP00,2011,Philadelphia,1530873,rob_per_100k,538.647,8246
AZ00723,2011,Phoenix,1466097,rob_per_100k,226.724,3324
PAPPD00,2011,Pittsburgh,308609,rob_per_100k,364.863,1126
OR02602,2011,"Portland, Ore.",589991,rob_per_100k,155.426,917
NC09201,2011,"Raleigh, N.C.",409014,rob_per_100k,166.253,680
CA03404,2011,"Sacramento, Calif.",471972,rob_per_100k,246.201,1162
UT01803,2011,Salt Lake City,190038,rob_per_100k,179.964,342
TXSPD00,2011,San Antonio,1355339,rob_per_100k,131.701,1785
CA03711,2011,San Diego,1316919,rob_per_100k,110.561,1456
CA03801,2011,San Francisco,814701,rob_per_100k,379.035,3088
CA04313,2011,San Jose,957062,rob_per_100k,115.04,1101
WASPD00,2011,Seattle,618209,rob_per_100k,229.372,1418
MOSPD00,2011,"St. Louis, Mo.",320454,rob_per_100k,663.746,2127
FL02902,2011,"Tampa, Fla.",340284,rob_per_100k,172.503,587
AZ01003,2011,"Tucson, Ariz.",527479,rob_per_100k,220.483,1163
OK07205,2011,"Tulsa, Okla.",396101,rob_per_100k,275.182,1090
VA12800,2011,"Virginia Beach, Va.",443226,rob_per_100k,93.406,414
DCMPD00,2011,"Washington, D.C.",617996,rob_per_100k,607.771,3756
KS08703,2011,"Wichita, Kan.",384796,rob_per_100k,127.34,490
NM00101,2012,"Albuquerque, N.M.",553684,rob_per_100k,197.224,1092
TX22001,2012,"Arlington, Texas",379295,rob_per_100k,140.26,532
GAAPD00,2012,Atlanta,437041,rob_per_100k,520.775,2276
CO00101,2012,"Aurora, Colo.",336952,rob_per_100k,143.047,482
TX22701,2012,"Austin, Texas",832901,rob_per_100k,117.421,978
MDBPD00,2012,Baltimore,625474,rob_per_100k,576.363,3605
MA01301,2012,Boston,630648,rob_per_100k,302.863,1910
NY01401,2012,"Buffalo, N.Y.",262434,rob_per_100k,528.895,1388
NC06001,2012,"Charlotte-Mecklenburg, N.C.",808504,rob_per_100k,222.386,1798
ILCPD00,2012,Chicago,2708382,rob_per_100k,497.566,13476
OHCIP00,2012,Cincinnati,296204,rob_per_100k,582.707,1726
OHCLP00,2012,Cleveland,393781,rob_per_100k,827.109,3257
OHCOP00,2012,"Columbus, Ohio",797384,rob_per_100k,380.118,3031
TXDPD00,2012,Dallas,1241549,rob_per_100k,329.669,4093
CODPD00,2012,Denver,628545,rob_per_100k,185.826,1168
MI82349,2012,Detroit,707096,rob_per_100k,685.904,4850
TX07102,2012,"El Paso, Texas",675536,rob_per_100k,69.722,471
TX22012,2012,"Fort Worth, Texas",770101,rob_per_100k,166.212,1280
CA01005,2012,"Fresno, Calif.",506011,rob_per_100k,200.589,1015
HI00200,2012,Honolulu,975875,rob_per_100k,93.66,914
TXHPD00,2012,Houston,2177273,rob_per_100k,431.044,9385
INIPD00,2012,Indianapolis,838650,rob_per_100k,410.422,3442
FL01602,2012,"Jacksonville, Fla.",840660,rob_per_100k,163.086,1371
MOKPD00,2012,"Kansas City, Mo.",464073,rob_per_100k,355.117,1648
NV00201,2012,Las Vegas,1479393,rob_per_100k,258.484,3824
CA01941,2012,"Long Beach, Calif.",469893,rob_per_100k,263.677,1239
CA01942,2012,Los Angeles,3855122,rob_per_100k,233.015,8983
KY05680,2012,"Louisville, Ky.",666200,rob_per_100k,209.246,1394
TNMPD00,2012,"Memphis, Tenn.",657436,rob_per_100k,514.727,3384
AZ00717,2012,"Mesa, Ariz.",451391,rob_per_100k,103.901,469
FL01306,2012,Miami,414327,rob_per_100k,505.881,2096
WIMPD00,2012,Milwaukee,599395,rob_per_100k,516.688,3097
MN02711,2012,Minneapolis,390240,rob_per_100k,440.498,1719
TN01901,2012,"Nashville, Tenn.",620886,rob_per_100k,276.379,1716
LANPD00,2012,New Orleans,362874,rob_per_100k,293.49,1065
NY03030,2012,New York City,8289415,rob_per_100k,243.696,20201
NJNPD00,2012,"Newark, N.J.",278906,rob_per_100k,708.482,1976
CA00109,2012,"Oakland, Calif.",399487,rob_per_100k,1085.893,4338
OK05506,2012,Oklahoma City,595607,rob_per_100k,202.986,1209
NB02802,2012,"Omaha, Neb.",417970,rob_per_100k,194.99,815
FL04804,2012,"Orlando, Fla.",246513,rob_per_100k,244.612,603
PAPEP00,2012,Philadelphia,1538957,rob_per_100k,518.793,7984
AZ00723,2012,Phoenix,1485509,rob_per_100k,236.687,3516
PAPPD00,2012,Pittsburgh,312112,rob_per_100k,363.331,1134
OR02602,2012,"Portland, Ore.",598037,rob_per_100k,158.853,950
NC09201,2012,"Raleigh, N.C.",420594,rob_per_100k,158.11,665
CA03404,2012,"Sacramento, Calif.",476557,rob_per_100k,254.114,1211
UT01803,2012,Salt Lake City,192465,rob_per_100k,164.705,317
TXSPD00,2012,San Antonio,1380123,rob_per_100k,135.06,1864
CA03711,2012,San Diego,1338477,rob_per_100k,113.338,1517
CA03801,2012,San Francisco,820363,rob_per_100k,424.69,3484
CA04313,2012,San Jose,976459,rob_per_100k,123.712,1208
WASPD00,2012,Seattle,626865,rob_per_100k,229.076,1436
MOSPD00,2012,"St. Louis, Mo.",318667,rob_per_100k,557.949,1778
FL02902,2012,"Tampa, Fla.",350758,rob_per_100k,163.36,573
AZ01003,2012,"Tucson, Ariz.",531535,rob_per_100k,237.049,1260
OK07205,2012,"Tulsa, Okla.",398904,rob_per_100k,266.229,1062
VA12800,2012,"Virginia Beach, Va.",447588,rob_per_100k,73.058,327
DCMPD00,2012,"Washington, D.C.",632323,rob_per_100k,589.098,3725
KS08703,2012,"Wichita, Kan.",386409,rob_per_100k,128.361,496
NM00101,2013,"Albuquerque, N.M.",558165,rob_per_100k,187.4,1046
TX22001,2013,"Arlington, Texas",378765,rob_per_100k,148.377,562
GAAPD00,2013,Atlanta,451020,rob_per_100k,523.924,2363
CO00101,2013,"Aurora, Colo.",343484,rob_per_100k,136.542,469
TX22701,2013,"Austin, Texas",859180,rob_per_100k,88.806,763
MDBPD00,2013,Baltimore,622671,rob_per_100k,599.675,3734
MA01301,2013,Boston,643799,rob_per_100k,290.153,1868
NY01401,2013,"Buffalo, N.Y.",258789,rob_per_100k,510.841,1322
NC06001,2013,"Charlotte-Mecklenburg, N.C.",837638,rob_per_100k,215.487,1805
ILCPD00,2013,Chicago,2720554,rob_per_100k,434.691,11826
OHCIP00,2013,Cincinnati,296491,rob_per_100k,543.693,1612
OHCLP00,2013,Cleveland,389181,rob_per_100k,898.297,3496
OHCOP00,2013,"Columbus, Ohio",816364,rob_per_100k,301.704,2463
TXDPD00,2013,Dallas,1255015,rob_per_100k,334.817,4202
CODPD00,2013,Denver,648981,rob_per_100k,174.581,1133
MI82349,2013,Detroit,699889,rob_per_100k,681.68,4771
TX07102,2013,"El Paso, Texas",679700,rob_per_100k,67.236,457
TX22012,2013,"Fort Worth, Texas",789035,rob_per_100k,159.309,1257
CA01005,2013,"Fresno, Calif.",508876,rob_per_100k,177.45,903
HI00200,2013,Honolulu,984683,rob_per_100k,75.456,743
TXHPD00,2013,Houston,2180606,rob_per_100k,453.59,9891
INIPD00,2013,Indianapolis,850220,rob_per_100k,446.943,3800
FL01602,2013,"Jacksonville, Fla.",845745,rob_per_100k,168.372,1424
MOKPD00,2013,"Kansas City, Mo.",465514,rob_per_100k,357.884,1666
NV00201,2013,Las Vegas,1500455,rob_per_100k,271.384,4072
CA01941,2013,"Long Beach, Calif.",469665,rob_per_100k,238.042,1118
CA01942,2013,Los Angeles,3878725,rob_per_100k,203.288,7885
KY05680,2013,"Louisville, Ky.",671120,rob_per_100k,212.63,1427
TNMPD00,2013,"Memphis, Tenn.",657691,rob_per_100k,476.516,3134
AZ00717,2013,"Mesa, Ariz.",456155,rob_per_100k,104.789,478
FL01306,2013,Miami,418394,rob_per_100k,529.644,2216
WIMPD00,2013,Milwaukee,600805,rob_per_100k,546.6,3284
MN02711,2013,Minneapolis,396206,rob_per_100k,468.443,1856
TN01901,2013,"Nashville, Tenn.",635673,rob_per_100k,253.747,1613
LANPD00,2013,New Orleans,377022,rob_per_100k,301.839,1138
NY03030,2013,New York City,8396126,rob_per_100k,228.32,19170
NJNPD00,2013,"Newark, N.J.",278246,rob_per_100k,874.406,2433
CA00109,2013,"Oakland, Calif.",403887,rob_per_100k,1218.658,4922
OK05506,2013,Oklahoma City,605034,rob_per_100k,196.848,1191
NB02802,2013,"Omaha, Neb.",425076,rob_per_100k,168.911,718
FL04804,2013,"Orlando, Fla.",253238,rob_per_100k,226.269,573
PAPEP00,2013,Philadelphia,1553153,rob_per_100k,486.881,7562
AZ00723,2013,Phoenix,1502139,rob_per_100k,215.226,3233
PAPPD00,2013,Pittsburgh,307632,rob_per_100k,310.761,956
OR02602,2013,"Portland, Ore.",609136,rob_per_100k,150.541,917
NC09201,2013,"Raleigh, N.C.",428993,rob_per_100k,141.028,605
CA03404,2013,"Sacramento, Calif.",478182,rob_per_100k,242.167,1158
UT01803,2013,Salt Lake City,190246,rob_per_100k,221.292,421
TXSPD00,2013,San Antonio,1399725,rob_per_100k,156.602,2192
CA03711,2013,San Diego,1349306,rob_per_100k,107.907,1456
CA03801,2013,San Francisco,833863,rob_per_100k,503.92,4202
CA04313,2013,San Jose,992143,rob_per_100k,110.367,1095
WASPD00,2013,Seattle,642814,rob_per_100k,249.217,1602
MOSPD00,2013,"St. Louis, Mo.",318563,rob_per_100k,457.366,1457
FL02902,2013,"Tampa, Fla.",351314,rob_per_100k,165.094,580
AZ01003,2013,"Tucson, Ariz.",525486,rob_per_100k,190.681,1002
OK07205,2013,"Tulsa, Okla.",394498,rob_per_100k,251.966,994
VA12800,2013,"Virginia Beach, Va.",450687,rob_per_100k,67.674,305
DCMPD00,2013,"Washington, D.C.",646449,rob_per_100k,566.17,3660
KS08703,2013,"Wichita, Kan.",386486,rob_per_100k,120.832,467
NM00101,2014,"Albuquerque, N.M.",558874,rob_per_100k,247.104,1381
TX22001,2014,"Arlington, Texas",382976,rob_per_100k,128.729,493
GAAPD00,2014,Atlanta,454363,rob_per_100k,512.586,2329
CO00101,2014,"Aurora, Colo.",350948,rob_per_100k,117.966,414
TX22701,2014,"Austin, Texas",903924,rob_per_100k,96.579,873
MDBPD00,2014,Baltimore,623513,rob_per_100k,589.723,3677
MA01301,2014,Boston,654413,rob_per_100k,256.719,1680
NY01401,2014,"Buffalo, N.Y.",258419,rob_per_100k,494.159,1277
NC06001,2014,"Charlotte-Mecklenburg, N.C.",856916,rob_per_100k,185.082,1586
ILCPD00,2014,Chicago,2724121,rob_per_100k,359.749,9800
OHCIP00,2014,Cincinnati,297671,rob_per_100k,456.208,1358
OHCLP00,2014,Cleveland,388655,rob_per_100k,769.834,2992
OHCOP00,2014,"Columbus, Ohio",830811,rob_per_100k,254.209,2112
TXDPD00,2014,Dallas,1272396,rob_per_100k,303.05,3856
CODPD00,2014,Denver,665353,rob_per_100k,163.522,1088
MI82349,2014,Detroit,684694,rob_per_100k,521.839,3573
TX07102,2014,"El Paso, Texas",680273,rob_per_100k,61.005,415
TX22012,2014,"Fort Worth, Texas",804907,rob_per_100k,141.631,1140
CA01005,2014,"Fresno, Calif.",513187,rob_per_100k,152.186,781
HI00200,2014,Honolulu,994034,rob_per_100k,77.261,768
TXHPD00,2014,Houston,2219933,rob_per_100k,458.843,10186
INIPD00,2014,Indianapolis,858238,rob_per_100k,443.7,3808
FL01602,2014,"Jacksonville, Fla.",856021,rob_per_100k,165.767,1419
MOKPD00,2014,"Kansas City, Mo.",468417,rob_per_100k,347.127,1626
NV00201,2014,Las Vegas,1530899,rob_per_100k,319.094,4885
CA01941,2014,"Long Beach, Calif.",471123,rob_per_100k,188.698,889
CA01942,2014,Los Angeles,3906772,rob_per_100k,203.467,7949
KY05680,2014,"Louisville, Ky.",677710,rob_per_100k,226.055,1532
TNMPD00,2014,"Memphis, Tenn.",654922,rob_per_100k,501.586,3285
AZ00717,2014,"Mesa, Ariz.",462092,rob_per_100k,101.495,469
FL01306,2014,Miami,421996,rob_per_100k,424.175,1790
WIMPD00,2014,Milwaukee,600374,rob_per_100k,592.131,3555
MN02711,2014,Minneapolis,404461,rob_per_100k,462.591,1871
TN01901,2014,"Nashville, Tenn.",647689,rob_per_100k,236.07,1529
LANPD00,2014,New Orleans,387113,rob_per_100k,379.734,1470
NY03030,2014,New York City,8473938,rob_per_100k,195.671,16581
NJNPD00,2014,"Newark, N.J.",279110,rob_per_100k,688.617,1922
CA00109,2014,"Oakland, Calif.",409994,rob_per_100k,849.037,3481
OK05506,2014,Oklahoma City,617975,rob_per_100k,182.208,1126
NB02802,2014,"Omaha, Neb.",438465,rob_per_100k,164.893,723
FL04804,2014,"Orlando, Fla.",259675,rob_per_100k,238.76,620
PAPEP00,2014,Philadelphia,1559062,rob_per_100k,447.064,6970
AZ00723,2014,Phoenix,1529852,rob_per_100k,192.96,2952
PAPPD00,2014,Pittsburgh,307613,rob_per_100k,320.533,986
OR02602,2014,"Portland, Ore.",615672,rob_per_100k,137.573,847
NC09201,2014,"Raleigh, N.C.",438363,rob_per_100k,154.894,679
CA03404,2014,"Sacramento, Calif.",482767,rob_per_100k,207.139,1e3
UT01803,2014,Salt Lake City,192368,rob_per_100k,233.407,449
TXSPD00,2014,San Antonio,1428465,rob_per_100k,124.399,1777
CA03711,2014,San Diego,1368690,rob_per_100k,96.296,1318
CA03801,2014,San Francisco,850294,rob_per_100k,379.163,3224
CA04313,2014,San Jose,1009679,rob_per_100k,106.172,1072
WASPD00,2014,Seattle,663410,rob_per_100k,236.204,1567
MOSPD00,2014,"St. Louis, Mo.",318574,rob_per_100k,490.31,1562
FL02902,2014,"Tampa, Fla.",357124,rob_per_100k,143.928,514
AZ01003,2014,"Tucson, Ariz.",527328,rob_per_100k,187.36,988
OK07205,2014,"Tulsa, Okla.",399556,rob_per_100k,230.256,920
VA12800,2014,"Virginia Beach, Va.",451102,rob_per_100k,55.42,250
DCMPD00,2014,"Washington, D.C.",658893,rob_per_100k,490.368,3231
KS08703,2014,"Wichita, Kan.",387493,rob_per_100k,128.002,496
NM00101,2015,"Albuquerque, N.M.",559721,rob_per_100k,301.222,1686
TX22001,2015,"Arlington, Texas",387565,rob_per_100k,136.493,529
GAAPD00,2015,Atlanta,464710,rob_per_100k,429.3,1995
CO00101,2015,"Aurora, Colo.",360237,rob_per_100k,124.085,447
TX22701,2015,"Austin, Texas",938728,rob_per_100k,98.964,929
MDBPD00,2015,Baltimore,621252,rob_per_100k,694.243,4313
MA01301,2015,Boston,665258,rob_per_100k,233.143,1551
NY01401,2015,"Buffalo, N.Y.",258096,rob_per_100k,400.239,1033
NC06001,2015,"Charlotte-Mecklenburg, N.C.",877817,rob_per_100k,221.8,1947
ILCPD00,2015,Chicago,2728695,rob_per_100k,353.612,9649
OHCIP00,2015,Cincinnati,298478,rob_per_100k,423.147,1263
OHCOP00,2015,"Columbus, Ohio",847745,rob_per_100k,264.23,2240
TXDPD00,2015,Dallas,1301977,rob_per_100k,320.82,4177
CODPD00,2015,Denver,682418,rob_per_100k,180.241,1230
MI82349,2015,Detroit,673225,rob_per_100k,513.498,3457
TX07102,2015,"El Paso, Texas",686077,rob_per_100k,59.76,410
TX22012,2015,"Fort Worth, Texas",829731,rob_per_100k,118.231,981
CA01005,2015,"Fresno, Calif.",520837,rob_per_100k,194.303,1012
HI00200,2015,Honolulu,999307,rob_per_100k,89.662,896
TXHPD00,2015,Houston,2275221,rob_per_100k,451.736,10278
INIPD00,2015,Indianapolis,863675,rob_per_100k,440.212,3802
FL01602,2015,"Jacksonville, Fla.",867258,rob_per_100k,161.198,1398
MOKPD00,2015,"Kansas City, Mo.",473373,rob_per_100k,359.759,1703
NV00201,2015,Las Vegas,1562134,rob_per_100k,320.715,5010
CA01941,2015,"Long Beach, Calif.",476318,rob_per_100k,221.281,1054
CA01942,2015,Los Angeles,3962726,rob_per_100k,225.905,8952
KY05680,2015,"Louisville, Ky.",680550,rob_per_100k,227.022,1545
TNMPD00,2015,"Memphis, Tenn.",657936,rob_per_100k,475.882,3131
AZ00717,2015,"Mesa, Ariz.",471034,rob_per_100k,86.618,408
FL01306,2015,Miami,437969,rob_per_100k,383.817,1681
WIMPD00,2015,Milwaukee,600400,rob_per_100k,624.417,3749
MN02711,2015,Minneapolis,413479,rob_per_100k,458.548,1896
TN01901,2015,"Nashville, Tenn.",658029,rob_per_100k,280.687,1847
LANPD00,2015,New Orleans,393447,rob_per_100k,380.483,1497
NY03030,2015,New York City,8550861,rob_per_100k,198.179,16946
NJNPD00,2015,"Newark, N.J.",279110,rob_per_100k,642.399,1793
CA00109,2015,"Oakland, Calif.",419481,rob_per_100k,784.303,3290
OK05506,2015,Oklahoma City,630621,rob_per_100k,189.02,1192
NB02802,2015,"Omaha, Neb.",452252,rob_per_100k,144.831,655
FL04804,2015,"Orlando, Fla.",268438,rob_per_100k,194.458,522
PAPEP00,2015,Philadelphia,1567810,rob_per_100k,431.494,6765
AZ00723,2015,Phoenix,1559744,rob_per_100k,193.622,3020
PAPPD00,2015,Pittsburgh,306870,rob_per_100k,279.597,858
NC09201,2015,"Raleigh, N.C.",438363,rob_per_100k,154.666,678
CA03404,2015,"Sacramento, Calif.",489717,rob_per_100k,239.73,1174
UT01803,2015,Salt Lake City,191992,rob_per_100k,244.281,469
TXSPD00,2015,San Antonio,1463586,rob_per_100k,135.694,1986
CA03711,2015,San Diego,1400467,rob_per_100k,98.396,1378
CA03801,2015,San Francisco,863782,rob_per_100k,417.93,3610
CA04313,2015,San Jose,1031458,rob_per_100k,110.523,1140
WASPD00,2015,Seattle,683700,rob_per_100k,224.075,1532
MOSPD00,2015,"St. Louis, Mo.",317095,rob_per_100k,564.5,1790
FL02902,2015,"Tampa, Fla.",364383,rob_per_100k,184.147,671
AZ01003,2015,"Tucson, Ariz.",529675,rob_per_100k,199.934,1059
OK07205,2015,"Tulsa, Okla.",401520,rob_per_100k,212.692,854
VA12800,2015,"Virginia Beach, Va.",452797,rob_per_100k,59.629,270
DCMPD00,2015,"Washington, D.C.",672228,rob_per_100k,506.376,3404
KS08703,2015,"Wichita, Kan.",389824,rob_per_100k,188.034,733
NM00101,1980,"Albuquerque, N.M.",328837,agg_ass_per_100k,495.686,1630
TX22001,1980,"Arlington, Texas",161192,agg_ass_per_100k,329.421,531
GAAPD00,1980,Atlanta,422474,agg_ass_per_100k,1294.754,5470
CO00101,1980,"Aurora, Colo.",158249,agg_ass_per_100k,519.435,822
TX22701,1980,"Austin, Texas",343425,agg_ass_per_100k,222.756,765
MDBPD00,1980,Baltimore,784554,agg_ass_per_100k,736.087,5775
MA01301,1980,Boston,562582,agg_ass_per_100k,777.842,4376
NY01401,1980,"Buffalo, N.Y.",357384,agg_ass_per_100k,436.785,1561
NC06001,1980,"Charlotte-Mecklenburg, N.C.",310794,agg_ass_per_100k,601.041,1868
ILCPD00,1980,Chicago,2986419,agg_ass_per_100k,341.714,10205
OHCIP00,1980,Cincinnati,383114,agg_ass_per_100k,481.058,1843
OHCLP00,1980,Cleveland,572657,agg_ass_per_100k,645.413,3696
